Year,County,Yield_Bu_Acre,PCT_PLANTED_April,PCT_PLANTED_December,PCT_PLANTED_February,PCT_PLANTED_January,PCT_PLANTED_March,PCT_PLANTED_November,PCT_PLANTED_October,PCT_PLANTED_September
2001,PECOS,32.0,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,PECOS,20.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2010,REEVES,35.8,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2007,REEVES,40.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,REEVES,26.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,REEVES,30.4,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,REEVES,44.0,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,REEVES,43.6,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,REEVES,37.5,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,REEVES,38.5,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,REEVES,30.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2005,WINKLER,45.0,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,WINKLER,45.0,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2019,OTHER (COMBINED) COUNTIES,26.6,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2018,OTHER (COMBINED) COUNTIES,20.7,2018.0,2018.0,2018.0,2018.0,2018.0,92.0,79.0,33.0
2017,OTHER (COMBINED) COUNTIES,23.5,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2016,OTHER (COMBINED) COUNTIES,31.1,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,OTHER (COMBINED) COUNTIES,22.5,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2014,OTHER (COMBINED) COUNTIES,14.0,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2013,OTHER (COMBINED) COUNTIES,15.3,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2012,OTHER (COMBINED) COUNTIES,23.4,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2011,OTHER (COMBINED) COUNTIES,45.3,2011.0,2011.0,2011.0,2011.0,2011.0,89.0,85.0,36.0
2010,OTHER (COMBINED) COUNTIES,30.1,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2009,OTHER (COMBINED) COUNTIES,23.5,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2008,OTHER (COMBINED) COUNTIES,13.5,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2007,OTHER (COMBINED) COUNTIES,23.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,OTHER (COMBINED) COUNTIES,28.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,OTHER (COMBINED) COUNTIES,22.3,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,OTHER (COMBINED) COUNTIES,23.1,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,OTHER (COMBINED) COUNTIES,27.4,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,OTHER (COMBINED) COUNTIES,19.6,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,OTHER (COMBINED) COUNTIES,35.0,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,OTHER (COMBINED) COUNTIES,25.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2002,BURNET,26.7,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2020,COKE,29.2,2020.0,93.0,93.0,93.0,93.0,87.0,74.0,34.0
2019,COKE,34.0,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2018,COKE,15.9,2018.0,2018.0,2018.0,2018.0,2018.0,92.0,79.0,33.0
2017,COKE,16.1,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2016,COKE,23.0,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,COKE,23.6,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2014,COKE,15.2,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2013,COKE,19.0,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2012,COKE,20.0,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2010,COKE,23.7,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2008,COKE,11.0,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2007,COKE,23.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,COKE,8.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,COKE,20.5,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,COKE,15.6,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,COKE,10.0,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,COKE,14.3,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,COKE,17.0,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,COKE,20.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2025,CONCHO,26.3,2025.0,2025.0,2025.0,2025.0,2025.0,93.0,70.0,43.0
2023,CONCHO,30.5,2023.0,2023.0,100.0,100.0,100.0,98.0,84.0,44.0
2022,CONCHO,13.1,2022.0,2022.0,2022.0,2022.0,2022.0,96.0,79.0,37.0
2021,CONCHO,47.0,1.0,1.0,1.0,1.0,1.0,95.0,71.0,31.0
2020,CONCHO,27.9,2020.0,93.0,93.0,93.0,93.0,87.0,74.0,34.0
2019,CONCHO,32.9,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2018,CONCHO,25.2,2018.0,2018.0,2018.0,2018.0,2018.0,92.0,79.0,33.0
2017,CONCHO,28.8,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2016,CONCHO,31.9,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,CONCHO,26.9,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2014,CONCHO,25.3,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2013,CONCHO,25.7,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2012,CONCHO,30.9,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2011,CONCHO,26.3,2011.0,2011.0,2011.0,2011.0,2011.0,89.0,85.0,36.0
2010,CONCHO,32.6,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2009,CONCHO,23.5,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2008,CONCHO,18.5,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2007,CONCHO,20.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,CONCHO,16.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,CONCHO,27.7,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,CONCHO,26.0,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,CONCHO,11.8,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,CONCHO,17.5,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,CONCHO,25.5,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,CONCHO,23.3,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2006,EDWARDS,15.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2004,EDWARDS,24.4,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2023,GILLESPIE,26.2,2023.0,2023.0,100.0,100.0,100.0,98.0,84.0,44.0
2021,GILLESPIE,41.9,1.0,1.0,1.0,1.0,1.0,95.0,71.0,31.0
2020,GILLESPIE,35.4,2020.0,93.0,93.0,93.0,93.0,87.0,74.0,34.0
2019,GILLESPIE,29.5,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2018,GILLESPIE,30.6,2018.0,2018.0,2018.0,2018.0,2018.0,92.0,79.0,33.0
2017,GILLESPIE,28.3,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2016,GILLESPIE,45.9,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,GILLESPIE,23.0,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2014,GILLESPIE,14.0,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2013,GILLESPIE,28.6,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2012,GILLESPIE,46.6,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2011,GILLESPIE,15.7,2011.0,2011.0,2011.0,2011.0,2011.0,89.0,85.0,36.0
2010,GILLESPIE,36.9,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2008,GILLESPIE,20.0,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2007,GILLESPIE,31.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,GILLESPIE,8.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,GILLESPIE,25.9,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,GILLESPIE,33.3,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,GILLESPIE,28.7,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,GILLESPIE,20.0,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,GILLESPIE,30.7,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,GILLESPIE,17.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2009,IRION,0.0,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2008,IRION,19.0,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2006,IRION,15.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2004,IRION,19.3,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,IRION,13.8,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,IRION,17.5,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2006,KIMBLE,34.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,KIMBLE,28.3,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2003,KIMBLE,8.0,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2006,KINNEY,17.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2004,KINNEY,26.7,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,KINNEY,17.5,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,KINNEY,20.0,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,KINNEY,33.3,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,KINNEY,20.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2017,LAMPASAS,21.9,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2016,LAMPASAS,31.0,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,LAMPASAS,36.3,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2014,LAMPASAS,27.2,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2012,LAMPASAS,32.0,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2010,LAMPASAS,27.0,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2008,LAMPASAS,25.0,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2005,LAMPASAS,29.1,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,LAMPASAS,22.9,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,LAMPASAS,28.3,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,LAMPASAS,26.4,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,LAMPASAS,41.7,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,LAMPASAS,21.4,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2006,LLANO,15.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2004,LLANO,26.7,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2022,MCCULLOCH,15.0,2022.0,2022.0,2022.0,2022.0,2022.0,96.0,79.0,37.0
2021,MCCULLOCH,28.6,1.0,1.0,1.0,1.0,1.0,95.0,71.0,31.0
2020,MCCULLOCH,35.1,2020.0,93.0,93.0,93.0,93.0,87.0,74.0,34.0
2019,MCCULLOCH,26.7,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2018,MCCULLOCH,17.3,2018.0,2018.0,2018.0,2018.0,2018.0,92.0,79.0,33.0
2017,MCCULLOCH,33.0,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2016,MCCULLOCH,37.6,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,MCCULLOCH,29.6,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2014,MCCULLOCH,11.2,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2013,MCCULLOCH,18.6,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2012,MCCULLOCH,29.5,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2011,MCCULLOCH,11.1,2011.0,2011.0,2011.0,2011.0,2011.0,89.0,85.0,36.0
2010,MCCULLOCH,31.1,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2009,MCCULLOCH,14.0,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2008,MCCULLOCH,21.0,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2007,MCCULLOCH,16.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,MCCULLOCH,14.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,MCCULLOCH,27.8,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,MCCULLOCH,35.6,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,MCCULLOCH,16.3,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,MCCULLOCH,26.7,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,MCCULLOCH,30.6,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,MCCULLOCH,22.9,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2014,MASON,44.0,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2007,MASON,38.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,MASON,28.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,MASON,33.2,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,MASON,41.9,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,MASON,24.2,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,MASON,21.9,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,MASON,25.0,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,MASON,25.5,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2016,MENARD,31.6,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,MENARD,23.0,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2012,MENARD,31.5,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2006,MENARD,27.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,MENARD,24.4,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,MENARD,26.8,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,MENARD,11.8,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,MENARD,13.5,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,MENARD,37.5,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,MENARD,0.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2019,REAGAN,29.8,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2017,REAGAN,17.0,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2015,REAGAN,16.5,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2014,REAGAN,7.5,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2010,REAGAN,15.6,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2009,REAGAN,22.5,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2007,REAGAN,28.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,REAGAN,8.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,REAGAN,25.4,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,REAGAN,18.0,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,REAGAN,15.2,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,REAGAN,22.2,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,REAGAN,32.2,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,REAGAN,19.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2021,SAN SABA,42.7,1.0,1.0,1.0,1.0,1.0,95.0,71.0,31.0
2020,SAN SABA,34.2,2020.0,93.0,93.0,93.0,93.0,87.0,74.0,34.0
2019,SAN SABA,31.3,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2018,SAN SABA,27.1,2018.0,2018.0,2018.0,2018.0,2018.0,92.0,79.0,33.0
2017,SAN SABA,33.5,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2015,SAN SABA,34.8,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2014,SAN SABA,24.2,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2013,SAN SABA,20.0,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2012,SAN SABA,42.0,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2011,SAN SABA,16.6,2011.0,2011.0,2011.0,2011.0,2011.0,89.0,85.0,36.0
2010,SAN SABA,37.7,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2008,SAN SABA,28.5,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2007,SAN SABA,33.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,SAN SABA,20.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,SAN SABA,32.1,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,SAN SABA,35.3,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,SAN SABA,26.6,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,SAN SABA,30.2,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,SAN SABA,43.6,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,SAN SABA,28.2,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2020,SCHLEICHER,23.8,2020.0,93.0,93.0,93.0,93.0,87.0,74.0,34.0
2016,SCHLEICHER,16.5,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,SCHLEICHER,16.7,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2014,SCHLEICHER,8.6,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2013,SCHLEICHER,38.5,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2010,SCHLEICHER,22.9,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2009,SCHLEICHER,15.5,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2007,SCHLEICHER,21.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,SCHLEICHER,20.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,SCHLEICHER,21.6,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,SCHLEICHER,16.3,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,SCHLEICHER,15.6,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,SCHLEICHER,17.9,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,SCHLEICHER,24.3,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,SCHLEICHER,19.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2006,STERLING,17.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,STERLING,20.7,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,STERLING,18.5,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,STERLING,16.8,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,STERLING,20.0,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,STERLING,30.3,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,STERLING,20.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2009,SUTTON,0.0,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2006,SUTTON,20.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,SUTTON,17.5,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,SUTTON,16.7,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,SUTTON,12.9,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,SUTTON,14.0,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,SUTTON,36.0,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2025,TOM GREEN,31.7,2025.0,2025.0,2025.0,2025.0,2025.0,93.0,70.0,43.0
2023,TOM GREEN,37.4,2023.0,2023.0,100.0,100.0,100.0,98.0,84.0,44.0
2022,TOM GREEN,21.7,2022.0,2022.0,2022.0,2022.0,2022.0,96.0,79.0,37.0
2021,TOM GREEN,40.1,1.0,1.0,1.0,1.0,1.0,95.0,71.0,31.0
2020,TOM GREEN,28.6,2020.0,93.0,93.0,93.0,93.0,87.0,74.0,34.0
2019,TOM GREEN,42.7,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2018,TOM GREEN,32.6,2018.0,2018.0,2018.0,2018.0,2018.0,92.0,79.0,33.0
2017,TOM GREEN,33.1,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2016,TOM GREEN,34.2,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,TOM GREEN,31.5,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2014,TOM GREEN,24.0,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2013,TOM GREEN,31.1,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2012,TOM GREEN,35.9,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2011,TOM GREEN,38.0,2011.0,2011.0,2011.0,2011.0,2011.0,89.0,85.0,36.0
2010,TOM GREEN,34.9,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2009,TOM GREEN,33.5,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2008,TOM GREEN,28.0,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2007,TOM GREEN,31.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,TOM GREEN,40.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,TOM GREEN,37.7,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,TOM GREEN,31.7,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,TOM GREEN,19.7,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,TOM GREEN,21.6,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,TOM GREEN,25.7,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,TOM GREEN,28.3,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2019,UPTON,19.4,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2016,UPTON,23.0,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,UPTON,24.7,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2010,UPTON,15.0,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2009,UPTON,13.0,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2007,UPTON,10.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,UPTON,8.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,UPTON,29.5,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,UPTON,19.2,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
