Year,County,Yield_Value,Yield_Unit,PCT_PLANTED_April,PCT_PLANTED_July,PCT_PLANTED_June,PCT_PLANTED_March,PCT_PLANTED_May
2018,OTHER (COMBINED) COUNTIES,948,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2011,OTHER (COMBINED) COUNTIES,867,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2007,OTHER (COMBINED) COUNTIES,823,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,OTHER (COMBINED) COUNTIES,907,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,OTHER (COMBINED) COUNTIES,533,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,OTHER (COMBINED) COUNTIES,768,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,OTHER (COMBINED) COUNTIES,1000,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2001,OTHER (COMBINED) COUNTIES,0,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,OTHER (COMBINED) COUNTIES,192,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2007,CULBERSON,880,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2023,EL PASO,789,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,EL PASO,1061,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2011,EL PASO,1135,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,EL PASO,956,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,EL PASO,861,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,EL PASO,781,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,EL PASO,938,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,EL PASO,670,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,EL PASO,887,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,EL PASO,897,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,EL PASO,1063,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,EL PASO,1120,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,EL PASO,1067,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,EL PASO,925,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2010,HUDSPETH,788,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,HUDSPETH,817,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,HUDSPETH,737,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,HUDSPETH,874,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,HUDSPETH,886,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,HUDSPETH,864,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,HUDSPETH,864,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,HUDSPETH,1037,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,HUDSPETH,1071,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,HUDSPETH,1024,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,HUDSPETH,1200,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2006,REEVES,600,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2024,OTHER COUNTIES,816,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,OTHER COUNTIES,483,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,OTHER COUNTIES,638,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,OTHER COUNTIES,780,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,OTHER COUNTIES,666,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,OTHER (COMBINED) COUNTIES,980,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,OTHER (COMBINED) COUNTIES,862,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,OTHER (COMBINED) COUNTIES,1009,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,OTHER (COMBINED) COUNTIES,1270,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,OTHER (COMBINED) COUNTIES,1036,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,OTHER (COMBINED) COUNTIES,950,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,OTHER (COMBINED) COUNTIES,982,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,OTHER (COMBINED) COUNTIES,710,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,OTHER (COMBINED) COUNTIES,558,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,OTHER (COMBINED) COUNTIES,727,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,OTHER (COMBINED) COUNTIES,747,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,OTHER (COMBINED) COUNTIES,975,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,OTHER (COMBINED) COUNTIES,1043,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,OTHER (COMBINED) COUNTIES,768,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,OTHER (COMBINED) COUNTIES,960,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,OTHER (COMBINED) COUNTIES,800,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,OTHER (COMBINED) COUNTIES,655,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,OTHER (COMBINED) COUNTIES,640,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,OTHER (COMBINED) COUNTIES,702,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,OTHER (COMBINED) COUNTIES,480,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,ARMSTRONG,1020,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2022,ARMSTRONG,858,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2017,ARMSTRONG,709,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,ARMSTRONG,891,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2014,ARMSTRONG,785,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2010,ARMSTRONG,761,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2006,ARMSTRONG,832,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,ARMSTRONG,800,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,ARMSTRONG,672,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,ARMSTRONG,576,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2001,ARMSTRONG,549,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2024,BRISCOE,930,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,BRISCOE,591,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,BRISCOE,881,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,BRISCOE,635,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,BRISCOE,748,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,BRISCOE,677,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,BRISCOE,766,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,BRISCOE,851,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,BRISCOE,869,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,BRISCOE,873,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,BRISCOE,706,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,BRISCOE,920,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,BRISCOE,642,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,BRISCOE,500,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,BRISCOE,762,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,BRISCOE,852,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,BRISCOE,730,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,BRISCOE,1023,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,BRISCOE,665,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,BRISCOE,736,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,BRISCOE,627,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,BRISCOE,394,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,BRISCOE,425,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,BRISCOE,415,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,BRISCOE,312,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,CARSON,604,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,CARSON,703,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,CARSON,881,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,CARSON,812,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,CARSON,1007,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,CARSON,798,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,CARSON,1078,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,CARSON,1001,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,CARSON,1115,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,CARSON,848,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,CARSON,853,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,CARSON,835,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,CARSON,925,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,CARSON,722,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,CARSON,935,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,CARSON,729,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,CARSON,752,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,CARSON,1044,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,CARSON,662,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,CARSON,817,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,CARSON,761,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,CARSON,777,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,CARSON,806,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,CARSON,642,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,CARSON,480,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,CASTRO,881,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,CASTRO,725,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,CASTRO,1188,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,CASTRO,718,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,CASTRO,826,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,CASTRO,1062,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,CASTRO,1180,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,CASTRO,1093,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,CASTRO,965,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,CASTRO,1136,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,CASTRO,909,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,CASTRO,995,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,CASTRO,868,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,CASTRO,743,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,CASTRO,1076,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,CASTRO,988,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,CASTRO,740,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,CASTRO,1225,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,CASTRO,1075,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,CASTRO,1091,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,CASTRO,813,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,CASTRO,939,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,CASTRO,1084,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,CASTRO,938,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,CASTRO,710,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2018,DALLAM,656,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2011,DALLAM,429,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2006,DALLAM,704,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2001,DALLAM,400,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2024,DEAF SMITH,864,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,DEAF SMITH,571,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,DEAF SMITH,1043,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,DEAF SMITH,834,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,DEAF SMITH,762,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,DEAF SMITH,652,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,DEAF SMITH,914,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,DEAF SMITH,803,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,DEAF SMITH,954,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2014,DEAF SMITH,597,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,DEAF SMITH,670,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,DEAF SMITH,480,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,DEAF SMITH,506,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,DEAF SMITH,845,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,DEAF SMITH,794,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,DEAF SMITH,727,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,DEAF SMITH,900,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,DEAF SMITH,924,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,DEAF SMITH,1007,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,DEAF SMITH,828,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,DEAF SMITH,689,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,DEAF SMITH,850,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,DEAF SMITH,687,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,DEAF SMITH,484,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,FLOYD,903,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,FLOYD,760,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,FLOYD,890,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,FLOYD,791,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,FLOYD,834,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,FLOYD,665,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,FLOYD,841,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,FLOYD,942,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,FLOYD,918,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,FLOYD,757,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,FLOYD,767,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,FLOYD,898,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,FLOYD,850,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,FLOYD,621,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,FLOYD,957,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,FLOYD,897,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,FLOYD,843,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,FLOYD,1110,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,FLOYD,745,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,FLOYD,806,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,FLOYD,751,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,FLOYD,491,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,FLOYD,548,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,FLOYD,541,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,FLOYD,417,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,GRAY,614,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2022,GRAY,755,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,GRAY,755,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,GRAY,539,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,GRAY,784,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,GRAY,783,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,GRAY,1018,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,GRAY,926,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,GRAY,775,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,GRAY,642,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,GRAY,641,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,GRAY,533,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,GRAY,537,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,GRAY,630,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,GRAY,780,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,GRAY,631,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,GRAY,864,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,GRAY,589,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,GRAY,768,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,GRAY,766,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,GRAY,500,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,GRAY,349,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2024,HALE,562,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,HALE,752,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,HALE,745,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,HALE,698,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,HALE,638,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,HALE,594,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,HALE,955,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,HALE,915,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,HALE,902,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,HALE,725,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,HALE,723,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,HALE,877,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,HALE,780,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,HALE,674,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,HALE,1017,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,HALE,903,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,HALE,958,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,HALE,1081,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,HALE,885,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,HALE,939,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,HALE,859,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,HALE,685,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,HALE,809,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,HALE,683,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,HALE,569,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,HANSFORD,938,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,HANSFORD,777,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,HANSFORD,986,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,HANSFORD,879,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,HANSFORD,1018,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,HANSFORD,893,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,HANSFORD,1280,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,HANSFORD,1105,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2011,HANSFORD,649,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,HANSFORD,703,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,HANSFORD,1015,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,HANSFORD,913,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,HANSFORD,697,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,HANSFORD,763,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,HANSFORD,1049,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2022,HARTLEY,960,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,HARTLEY,729,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,HARTLEY,1232,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,HARTLEY,1056,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,HARTLEY,1159,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,HARTLEY,881,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2015,HARTLEY,1182,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2013,HARTLEY,1191,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2011,HARTLEY,732,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,HARTLEY,1045,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,HARTLEY,1173,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2006,HARTLEY,1095,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,HARTLEY,979,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,HARTLEY,747,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2002,HARTLEY,528,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,HARTLEY,495,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,HARTLEY,388,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2022,HUTCHINSON,963,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,HUTCHINSON,703,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2018,HUTCHINSON,1041,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,HUTCHINSON,701,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,HUTCHINSON,1193,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2013,HUTCHINSON,1285,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,HUTCHINSON,1302,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,HUTCHINSON,831,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,HUTCHINSON,1029,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,HUTCHINSON,880,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2007,HUTCHINSON,1120,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,HUTCHINSON,1248,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,HUTCHINSON,880,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2006,LIPSCOMB,587,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2024,MOORE,1024,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2022,MOORE,1057,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,MOORE,960,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,MOORE,933,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,MOORE,921,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,MOORE,1147,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,MOORE,1222,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,MOORE,1182,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2014,MOORE,1154,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,MOORE,1200,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,MOORE,946,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,MOORE,892,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,MOORE,900,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,MOORE,863,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,MOORE,755,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,MOORE,1200,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,MOORE,861,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,MOORE,1038,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,MOORE,904,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,MOORE,831,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2022,OCHILTREE,913,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,OCHILTREE,860,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,OCHILTREE,724,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,OCHILTREE,634,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,OCHILTREE,1164,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,OCHILTREE,1129,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,OCHILTREE,1043,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2014,OCHILTREE,1050,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,OCHILTREE,777,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2011,OCHILTREE,580,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,OCHILTREE,789,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,OCHILTREE,903,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,OCHILTREE,1071,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,OCHILTREE,598,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,OCHILTREE,733,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,OCHILTREE,849,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,OCHILTREE,698,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2021,OLDHAM,644,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2024,PARMER,480,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2022,PARMER,841,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,PARMER,857,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,PARMER,735,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,PARMER,683,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,PARMER,1211,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,PARMER,1003,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,PARMER,1044,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,PARMER,761,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,PARMER,795,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,PARMER,983,LB / ACRE,14.0,14.0,95.0,95.0,49.0
