Year,County,Yield_Value,Yield_Unit,PCT_PLANTED_April,PCT_PLANTED_July,PCT_PLANTED_June,PCT_PLANTED_March,PCT_PLANTED_May
2000,LUBBOCK,298,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,LYNN,343,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,LYNN,497,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,LYNN,633,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,LYNN,605,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,LYNN,375,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,LYNN,398,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,LYNN,560,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,LYNN,636,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,LYNN,630,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,LYNN,638,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,LYNN,470,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,LYNN,524,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,LYNN,442,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,LYNN,674,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,LYNN,558,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,LYNN,637,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,LYNN,520,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,LYNN,731,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,LYNN,515,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,LYNN,703,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,LYNN,596,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,LYNN,342,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,LYNN,338,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,LYNN,268,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,LYNN,256,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,MARTIN,788,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2021,MARTIN,488,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,MARTIN,348,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,MARTIN,369,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,MARTIN,579,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,MARTIN,550,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,MARTIN,507,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,MARTIN,404,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,MARTIN,370,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,MARTIN,654,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,MARTIN,801,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,MARTIN,526,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,MARTIN,494,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,MARTIN,445,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,MARTIN,1010,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,MARTIN,763,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,MARTIN,400,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,MARTIN,582,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,MARTIN,382,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,MARTIN,312,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,MARTIN,312,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,MARTIN,350,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,MARTIN,339,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2021,MIDLAND,484,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2012,MIDLAND,562,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,MIDLAND,666,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,MIDLAND,477,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,MIDLAND,653,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,MIDLAND,770,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,MIDLAND,693,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,MIDLAND,549,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,MIDLAND,497,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,MIDLAND,326,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,MIDLAND,342,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,MIDLAND,330,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,MIDLAND,309,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,MIDLAND,329,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,TERRY,393,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,TERRY,512,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,TERRY,702,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,TERRY,585,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,TERRY,413,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,TERRY,477,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,TERRY,580,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,TERRY,675,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,TERRY,600,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,TERRY,597,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,TERRY,459,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,TERRY,634,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,TERRY,479,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,TERRY,484,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,TERRY,585,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,TERRY,648,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,TERRY,634,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,TERRY,776,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,TERRY,682,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,TERRY,798,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,TERRY,681,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,TERRY,397,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,TERRY,430,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,TERRY,304,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,TERRY,334,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,YOAKUM,402,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,YOAKUM,374,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,YOAKUM,416,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,YOAKUM,500,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,YOAKUM,410,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,YOAKUM,427,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,YOAKUM,729,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,YOAKUM,848,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,YOAKUM,667,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,YOAKUM,725,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,YOAKUM,549,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,YOAKUM,658,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,YOAKUM,617,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,YOAKUM,421,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,YOAKUM,654,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,YOAKUM,806,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,YOAKUM,739,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,YOAKUM,736,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,YOAKUM,769,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,YOAKUM,730,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,YOAKUM,777,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,YOAKUM,464,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,YOAKUM,529,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,YOAKUM,447,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,YOAKUM,413,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2019,OTHER (COMBINED) COUNTIES,465,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,OTHER (COMBINED) COUNTIES,474,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,OTHER (COMBINED) COUNTIES,645,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,OTHER (COMBINED) COUNTIES,652,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,OTHER (COMBINED) COUNTIES,372,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,OTHER (COMBINED) COUNTIES,686,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,OTHER (COMBINED) COUNTIES,724,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,OTHER (COMBINED) COUNTIES,489,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,OTHER (COMBINED) COUNTIES,388,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,OTHER (COMBINED) COUNTIES,545,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,OTHER (COMBINED) COUNTIES,342,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,OTHER (COMBINED) COUNTIES,356,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,OTHER (COMBINED) COUNTIES,709,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2021,BORDEN,476,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,BORDEN,284,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,BORDEN,249,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2017,BORDEN,432,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,BORDEN,414,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,BORDEN,447,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,BORDEN,256,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,BORDEN,329,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,BORDEN,335,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2010,BORDEN,527,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,BORDEN,406,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,BORDEN,367,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,BORDEN,662,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,BORDEN,558,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,BORDEN,611,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,BORDEN,537,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,BORDEN,316,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,BORDEN,383,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,BORDEN,323,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,BORDEN,267,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,CHILDRESS,329,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,CHILDRESS,612,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2021,CHILDRESS,430,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,CHILDRESS,360,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,CHILDRESS,612,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,CHILDRESS,634,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,CHILDRESS,785,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,CHILDRESS,749,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,CHILDRESS,587,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,CHILDRESS,551,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,CHILDRESS,624,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,CHILDRESS,413,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,CHILDRESS,586,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,CHILDRESS,671,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,CHILDRESS,522,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,CHILDRESS,620,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2006,CHILDRESS,419,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,CHILDRESS,605,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,CHILDRESS,569,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,CHILDRESS,349,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,CHILDRESS,400,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,CHILDRESS,266,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,CHILDRESS,134,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,COLLINGSWORTH,931,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,COLLINGSWORTH,722,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,COLLINGSWORTH,581,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,COLLINGSWORTH,727,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,COLLINGSWORTH,631,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,COLLINGSWORTH,632,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,COLLINGSWORTH,667,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,COLLINGSWORTH,809,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,COLLINGSWORTH,974,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,COLLINGSWORTH,739,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,COLLINGSWORTH,667,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,COLLINGSWORTH,640,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,COLLINGSWORTH,604,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,COLLINGSWORTH,737,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,COLLINGSWORTH,671,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,COLLINGSWORTH,835,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,COLLINGSWORTH,585,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,COLLINGSWORTH,864,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,COLLINGSWORTH,675,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,COLLINGSWORTH,797,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,COLLINGSWORTH,619,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,COLLINGSWORTH,500,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,COLLINGSWORTH,419,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,COLLINGSWORTH,449,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,COLLINGSWORTH,402,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2021,COTTLE,312,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,COTTLE,249,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,COTTLE,292,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2016,COTTLE,592,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,COTTLE,439,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,COTTLE,472,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,COTTLE,305,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2010,COTTLE,490,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,COTTLE,368,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,COTTLE,452,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,COTTLE,627,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,COTTLE,238,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,COTTLE,426,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,COTTLE,424,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,COTTLE,247,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,COTTLE,282,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,COTTLE,203,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,COTTLE,231,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,DICKENS,527,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,DICKENS,617,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,DICKENS,775,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,DICKENS,476,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,DICKENS,495,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,DICKENS,319,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,DICKENS,398,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,DICKENS,702,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,DICKENS,808,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,DICKENS,429,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,DICKENS,482,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,DICKENS,436,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,DICKENS,545,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,DICKENS,433,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,DICKENS,604,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,DICKENS,362,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,DICKENS,411,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,DICKENS,793,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,DICKENS,269,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,DICKENS,469,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,DICKENS,525,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,DICKENS,351,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,DICKENS,337,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,DICKENS,254,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,DICKENS,206,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,DONLEY,859,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,DONLEY,622,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,DONLEY,659,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,DONLEY,806,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,DONLEY,859,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,DONLEY,625,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,DONLEY,848,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,DONLEY,925,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,DONLEY,1044,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,DONLEY,1006,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,DONLEY,812,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,DONLEY,1194,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,DONLEY,750,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,DONLEY,739,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,DONLEY,813,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,DONLEY,933,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,DONLEY,792,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,DONLEY,950,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,DONLEY,1045,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,DONLEY,766,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,DONLEY,704,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,DONLEY,397,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,DONLEY,443,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,DONLEY,421,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,DONLEY,387,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2006,FOARD,411,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,FOARD,536,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,FOARD,489,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,FOARD,313,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,FOARD,253,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,FOARD,228,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,FOARD,138,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,GARZA,182,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,GARZA,522,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,GARZA,760,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,GARZA,709,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,GARZA,530,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,GARZA,588,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,GARZA,515,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,GARZA,695,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,GARZA,693,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,GARZA,622,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,GARZA,544,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,GARZA,568,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,GARZA,437,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,GARZA,430,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,GARZA,576,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,GARZA,591,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,GARZA,495,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,GARZA,684,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,GARZA,380,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,GARZA,602,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,GARZA,825,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,GARZA,288,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,GARZA,397,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,GARZA,319,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,GARZA,236,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2023,HALL,614,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,HALL,495,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,HALL,612,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,HALL,650,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,HALL,485,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,HALL,733,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,HALL,724,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,HALL,766,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,HALL,597,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,HALL,609,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,HALL,506,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,HALL,572,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,HALL,592,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,HALL,689,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,HALL,710,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,HALL,550,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,HALL,744,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,HALL,509,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,HALL,636,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,HALL,537,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,HALL,353,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,HALL,297,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,HALL,304,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,HALL,170,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,HARDEMAN,428,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,HARDEMAN,777,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,HARDEMAN,761,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,HARDEMAN,853,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,HARDEMAN,875,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,HARDEMAN,839,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,HARDEMAN,960,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,HARDEMAN,994,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2015,HARDEMAN,806,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,HARDEMAN,956,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,HARDEMAN,846,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2010,HARDEMAN,667,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2008,HARDEMAN,905,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2006,HARDEMAN,720,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,HARDEMAN,621,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,HARDEMAN,857,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,HARDEMAN,426,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,HARDEMAN,636,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,HARDEMAN,408,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,HARDEMAN,240,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2014,KENT,225,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,KENT,322,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2009,KENT,552,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2007,KENT,427,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,KENT,240,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,KENT,480,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,KENT,634,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,KENT,240,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,KENT,332,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,KENT,248,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,KENT,107,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2006,KING,231,LB / ACRE,24.0,24.0,95.0,95.0,73.0
