Year,County,Yield_Value,Yield_Unit,PCT_PLANTED_April,PCT_PLANTED_February,PCT_PLANTED_July,PCT_PLANTED_June,PCT_PLANTED_March,PCT_PLANTED_May
2000,WHARTON,100.8,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2019,OTHER (COMBINED) COUNTIES,36.6,BU / ACRE,65.0,65.0,100.0,100.0,43.0,80.0
2017,OTHER (COMBINED) COUNTIES,48.5,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,OTHER (COMBINED) COUNTIES,61.3,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2014,OTHER (COMBINED) COUNTIES,34.2,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,OTHER (COMBINED) COUNTIES,57.1,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,OTHER (COMBINED) COUNTIES,42.1,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,OTHER (COMBINED) COUNTIES,52.1,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,OTHER (COMBINED) COUNTIES,66.0,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,OTHER (COMBINED) COUNTIES,34.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,OTHER (COMBINED) COUNTIES,51.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,OTHER (COMBINED) COUNTIES,29.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,OTHER (COMBINED) COUNTIES,32.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,OTHER (COMBINED) COUNTIES,22.6,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,OTHER (COMBINED) COUNTIES,63.7,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,OTHER (COMBINED) COUNTIES,47.3,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,OTHER (COMBINED) COUNTIES,40.7,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,OTHER (COMBINED) COUNTIES,70.0,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,OTHER (COMBINED) COUNTIES,51.4,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2023,ATASCOSA,50.0,BU / ACRE,69.0,69.0,100.0,98.0,38.0,83.0
2013,ATASCOSA,61.1,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2007,ATASCOSA,60.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2005,ATASCOSA,47.0,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,ATASCOSA,50.6,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,ATASCOSA,45.4,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,ATASCOSA,25.7,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,ATASCOSA,32.9,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,ATASCOSA,55.0,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2005,BROOKS,41.3,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,BROOKS,57.8,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,BROOKS,38.5,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,BROOKS,29.2,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,BROOKS,20.0,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,BROOKS,43.0,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2004,DUVAL,58.2,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,DUVAL,34.6,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,DUVAL,40.0,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,DUVAL,31.3,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,DUVAL,33.2,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2017,FRIO,76.0,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,FRIO,44.5,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2014,FRIO,62.8,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,FRIO,72.8,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,FRIO,58.3,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2009,FRIO,45.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,FRIO,45.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,FRIO,54.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,FRIO,38.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,FRIO,47.2,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,FRIO,39.2,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,FRIO,55.9,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,FRIO,39.3,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,FRIO,44.8,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,FRIO,69.0,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2022,JIM WELLS,27.0,BU / ACRE,63.0,2.0,100.0,99.0,39.0,81.0
2021,JIM WELLS,51.1,BU / ACRE,65.0,4.0,4.0,100.0,45.0,82.0
2020,JIM WELLS,39.5,BU / ACRE,67.0,67.0,67.0,98.0,45.0,87.0
2019,JIM WELLS,56.1,BU / ACRE,65.0,65.0,100.0,100.0,43.0,80.0
2016,JIM WELLS,49.3,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2014,JIM WELLS,48.3,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,JIM WELLS,25.0,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,JIM WELLS,28.1,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,JIM WELLS,30.6,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,JIM WELLS,56.5,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2008,JIM WELLS,30.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,JIM WELLS,50.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,JIM WELLS,35.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,JIM WELLS,35.9,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,JIM WELLS,57.5,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,JIM WELLS,41.8,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,JIM WELLS,29.6,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,JIM WELLS,33.4,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,JIM WELLS,48.3,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2004,LA SALLE,25.0,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,LA SALLE,46.9,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,LA SALLE,32.9,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,LA SALLE,35.5,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,LA SALLE,55.0,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2014,LIVE OAK,64.5,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,LIVE OAK,34.4,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2011,LIVE OAK,49.6,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,LIVE OAK,89.6,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2007,LIVE OAK,93.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,LIVE OAK,70.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,LIVE OAK,62.9,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,LIVE OAK,73.1,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,LIVE OAK,44.9,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,LIVE OAK,42.6,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,LIVE OAK,45.5,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,LIVE OAK,42.9,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2004,MCMULLEN,26.7,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2002,MCMULLEN,40.0,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,MCMULLEN,40.0,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,MCMULLEN,45.4,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2020,ZAVALA,82.4,BU / ACRE,67.0,67.0,67.0,98.0,45.0,87.0
2017,ZAVALA,62.6,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,ZAVALA,60.5,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2014,ZAVALA,34.3,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2012,ZAVALA,47.8,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2010,ZAVALA,69.8,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2008,ZAVALA,62.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,ZAVALA,62.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,ZAVALA,81.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,ZAVALA,64.6,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,ZAVALA,86.0,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,ZAVALA,73.6,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,ZAVALA,73.8,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,ZAVALA,63.5,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,ZAVALA,53.5,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2019,OTHER (COMBINED) COUNTIES,44.9,BU / ACRE,65.0,65.0,100.0,100.0,43.0,80.0
2017,OTHER (COMBINED) COUNTIES,51.2,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2015,OTHER (COMBINED) COUNTIES,54.4,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2025,CAMERON,67.3,BU / ACRE,67.0,67.0,100.0,100.0,46.0,81.0
2024,CAMERON,60.1,BU / ACRE,65.0,65.0,100.0,100.0,42.0,82.0
2023,CAMERON,60.4,BU / ACRE,69.0,69.0,100.0,98.0,38.0,83.0
2022,CAMERON,64.1,BU / ACRE,63.0,2.0,100.0,99.0,39.0,81.0
2021,CAMERON,54.5,BU / ACRE,65.0,4.0,4.0,100.0,45.0,82.0
2020,CAMERON,65.6,BU / ACRE,67.0,67.0,67.0,98.0,45.0,87.0
2019,CAMERON,52.7,BU / ACRE,65.0,65.0,100.0,100.0,43.0,80.0
2018,CAMERON,46.1,BU / ACRE,81.0,81.0,81.0,100.0,32.0,92.0
2016,CAMERON,66.5,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2015,CAMERON,69.1,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2014,CAMERON,71.9,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,CAMERON,59.7,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,CAMERON,76.1,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,CAMERON,56.3,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,CAMERON,70.4,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,CAMERON,53.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,CAMERON,59.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,CAMERON,73.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,CAMERON,52.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,CAMERON,64.1,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,CAMERON,70.1,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,CAMERON,69.5,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,CAMERON,38.8,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,CAMERON,49.7,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,CAMERON,68.9,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2024,HIDALGO,49.7,BU / ACRE,65.0,65.0,100.0,100.0,42.0,82.0
2023,HIDALGO,39.4,BU / ACRE,69.0,69.0,100.0,98.0,38.0,83.0
2022,HIDALGO,42.0,BU / ACRE,63.0,2.0,100.0,99.0,39.0,81.0
2021,HIDALGO,53.8,BU / ACRE,65.0,4.0,4.0,100.0,45.0,82.0
2020,HIDALGO,49.9,BU / ACRE,67.0,67.0,67.0,98.0,45.0,87.0
2018,HIDALGO,45.5,BU / ACRE,81.0,81.0,81.0,100.0,32.0,92.0
2017,HIDALGO,53.9,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,HIDALGO,58.2,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2014,HIDALGO,60.0,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,HIDALGO,37.8,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,HIDALGO,61.5,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,HIDALGO,43.0,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,HIDALGO,56.6,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,HIDALGO,49.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,HIDALGO,53.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,HIDALGO,62.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,HIDALGO,69.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,HIDALGO,55.0,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,HIDALGO,63.8,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,HIDALGO,51.0,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,HIDALGO,35.5,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,HIDALGO,46.7,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,HIDALGO,52.0,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2021,STARR,53.1,BU / ACRE,65.0,4.0,4.0,100.0,45.0,82.0
2018,STARR,27.0,BU / ACRE,81.0,81.0,81.0,100.0,32.0,92.0
2016,STARR,63.5,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2014,STARR,42.4,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,STARR,23.9,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,STARR,50.9,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,STARR,21.8,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,STARR,41.0,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,STARR,31.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,STARR,25.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,STARR,53.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,STARR,50.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,STARR,23.3,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,STARR,42.7,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,STARR,28.7,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,STARR,21.6,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,STARR,33.6,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,STARR,41.6,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2025,WILLACY,74.3,BU / ACRE,67.0,67.0,100.0,100.0,46.0,81.0
2024,WILLACY,63.5,BU / ACRE,65.0,65.0,100.0,100.0,42.0,82.0
2023,WILLACY,65.0,BU / ACRE,69.0,69.0,100.0,98.0,38.0,83.0
2021,WILLACY,66.7,BU / ACRE,65.0,4.0,4.0,100.0,45.0,82.0
2020,WILLACY,62.8,BU / ACRE,67.0,67.0,67.0,98.0,45.0,87.0
2019,WILLACY,54.1,BU / ACRE,65.0,65.0,100.0,100.0,43.0,80.0
2018,WILLACY,29.9,BU / ACRE,81.0,81.0,81.0,100.0,32.0,92.0
2017,WILLACY,62.5,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,WILLACY,80.4,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2015,WILLACY,77.9,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2014,WILLACY,76.7,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,WILLACY,20.5,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,WILLACY,74.8,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,WILLACY,50.2,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,WILLACY,90.4,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,WILLACY,45.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,WILLACY,70.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,WILLACY,75.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,WILLACY,28.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,WILLACY,49.5,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,WILLACY,77.5,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,WILLACY,66.8,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,WILLACY,30.9,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,WILLACY,40.0,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,WILLACY,69.3,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2025,OTHER COUNTIES,46.6,BU / ACRE,67.0,67.0,100.0,100.0,46.0,81.0
2024,OTHER COUNTIES,51.0,BU / ACRE,65.0,65.0,100.0,100.0,42.0,82.0
2023,OTHER COUNTIES,41.3,BU / ACRE,69.0,69.0,100.0,98.0,38.0,83.0
2022,OTHER COUNTIES,51.8,BU / ACRE,63.0,2.0,100.0,99.0,39.0,81.0
2021,OTHER COUNTIES,55.0,BU / ACRE,65.0,4.0,4.0,100.0,45.0,82.0
2020,OTHER COUNTIES,53.6,BU / ACRE,67.0,67.0,67.0,98.0,45.0,87.0
