Year,County,Yield_Value,Yield_Unit,PCT_PLANTED_April,PCT_PLANTED_February,PCT_PLANTED_July,PCT_PLANTED_June,PCT_PLANTED_March,PCT_PLANTED_May
2007,HAMILTON,45.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,HAMILTON,42.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,HAMILTON,52.9,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,HAMILTON,60.4,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,HAMILTON,68.1,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,HAMILTON,61.7,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,HAMILTON,34.1,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,HAMILTON,57.5,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2020,HILL,94.7,BU / ACRE,67.0,67.0,67.0,98.0,45.0,87.0
2019,HILL,68.8,BU / ACRE,65.0,65.0,100.0,100.0,43.0,80.0
2018,HILL,51.9,BU / ACRE,81.0,81.0,81.0,100.0,32.0,92.0
2017,HILL,77.0,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,HILL,58.4,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2015,HILL,56.6,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2014,HILL,83.4,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,HILL,87.9,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,HILL,85.3,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,HILL,54.5,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,HILL,67.1,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,HILL,52.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,HILL,57.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,HILL,59.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,HILL,51.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,HILL,65.9,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,HILL,88.3,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,HILL,86.6,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,HILL,80.5,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,HILL,76.0,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,HILL,89.8,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2020,HUNT,69.8,BU / ACRE,67.0,67.0,67.0,98.0,45.0,87.0
2014,HUNT,89.3,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,HUNT,71.3,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,HUNT,71.0,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,HUNT,9.4,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,HUNT,51.9,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,HUNT,39.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,HUNT,45.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,HUNT,64.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,HUNT,36.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,HUNT,55.3,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,HUNT,60.7,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,HUNT,77.9,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,HUNT,85.8,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,HUNT,41.4,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,HUNT,67.0,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2020,JOHNSON,89.1,BU / ACRE,67.0,67.0,67.0,98.0,45.0,87.0
2016,JOHNSON,43.6,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2015,JOHNSON,55.0,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2014,JOHNSON,79.9,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,JOHNSON,76.1,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,JOHNSON,60.6,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,JOHNSON,47.2,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,JOHNSON,51.9,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,JOHNSON,56.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2006,JOHNSON,40.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,JOHNSON,61.3,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,JOHNSON,68.5,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,JOHNSON,89.8,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,JOHNSON,64.9,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,JOHNSON,37.6,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,JOHNSON,41.1,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2007,KAUFMAN,56.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2005,KAUFMAN,45.0,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,KAUFMAN,77.8,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,KAUFMAN,76.1,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,KAUFMAN,87.9,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,KAUFMAN,78.8,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,KAUFMAN,81.2,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2021,LAMAR,68.9,BU / ACRE,65.0,4.0,4.0,100.0,45.0,82.0
2015,LAMAR,60.0,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2014,LAMAR,64.0,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,LAMAR,84.7,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,LAMAR,72.6,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2010,LAMAR,63.3,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,LAMAR,50.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2007,LAMAR,65.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,LAMAR,56.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,LAMAR,57.1,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,LAMAR,78.4,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,LAMAR,72.2,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,LAMAR,85.6,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,LAMAR,85.2,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,LAMAR,80.0,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2015,LIMESTONE,45.4,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2014,LIMESTONE,84.1,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,LIMESTONE,48.6,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,LIMESTONE,100.0,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,LIMESTONE,37.1,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,LIMESTONE,63.8,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2007,LIMESTONE,70.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,LIMESTONE,30.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,LIMESTONE,61.3,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2003,LIMESTONE,89.4,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,LIMESTONE,76.5,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,LIMESTONE,47.4,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,LIMESTONE,82.7,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2023,MCLENNAN,47.8,BU / ACRE,69.0,69.0,100.0,98.0,38.0,83.0
2022,MCLENNAN,75.1,BU / ACRE,63.0,2.0,100.0,99.0,39.0,81.0
2021,MCLENNAN,40.8,BU / ACRE,65.0,4.0,4.0,100.0,45.0,82.0
2020,MCLENNAN,66.7,BU / ACRE,67.0,67.0,67.0,98.0,45.0,87.0
2019,MCLENNAN,57.6,BU / ACRE,65.0,65.0,100.0,100.0,43.0,80.0
2018,MCLENNAN,43.5,BU / ACRE,81.0,81.0,81.0,100.0,32.0,92.0
2017,MCLENNAN,64.0,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,MCLENNAN,46.1,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2013,MCLENNAN,51.0,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,MCLENNAN,73.4,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,MCLENNAN,42.0,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,MCLENNAN,58.9,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,MCLENNAN,43.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,MCLENNAN,55.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,MCLENNAN,63.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,MCLENNAN,52.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,MCLENNAN,63.6,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,MCLENNAN,78.1,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,MCLENNAN,75.4,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,MCLENNAN,56.6,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,MCLENNAN,64.0,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,MCLENNAN,101.4,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2023,MILAM,69.2,BU / ACRE,69.0,69.0,100.0,98.0,38.0,83.0
2022,MILAM,88.6,BU / ACRE,63.0,2.0,100.0,99.0,39.0,81.0
2021,MILAM,71.2,BU / ACRE,65.0,4.0,4.0,100.0,45.0,82.0
2020,MILAM,88.2,BU / ACRE,67.0,67.0,67.0,98.0,45.0,87.0
2019,MILAM,75.8,BU / ACRE,65.0,65.0,100.0,100.0,43.0,80.0
2018,MILAM,60.3,BU / ACRE,81.0,81.0,81.0,100.0,32.0,92.0
2017,MILAM,71.8,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,MILAM,60.0,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2015,MILAM,54.1,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2014,MILAM,88.3,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,MILAM,68.6,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,MILAM,85.8,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,MILAM,30.1,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,MILAM,82.6,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,MILAM,41.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,MILAM,74.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,MILAM,37.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,MILAM,56.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,MILAM,42.2,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,MILAM,62.2,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,MILAM,52.5,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,MILAM,70.4,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,MILAM,97.4,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,MILAM,100.0,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2020,NAVARRO,76.3,BU / ACRE,67.0,67.0,67.0,98.0,45.0,87.0
2019,NAVARRO,43.5,BU / ACRE,65.0,65.0,100.0,100.0,43.0,80.0
2017,NAVARRO,90.7,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,NAVARRO,49.3,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2014,NAVARRO,75.1,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,NAVARRO,66.7,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,NAVARRO,73.6,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,NAVARRO,50.0,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,NAVARRO,66.0,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,NAVARRO,55.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,NAVARRO,53.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,NAVARRO,58.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,NAVARRO,43.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,NAVARRO,57.0,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,NAVARRO,71.7,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,NAVARRO,71.7,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,NAVARRO,86.3,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,NAVARRO,65.2,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,NAVARRO,70.6,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2007,ROCKWALL,73.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,ROCKWALL,66.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,ROCKWALL,75.0,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,ROCKWALL,99.4,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,ROCKWALL,89.4,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,ROCKWALL,67.5,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,ROCKWALL,71.8,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,ROCKWALL,85.8,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2005,TARRANT,51.3,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,TARRANT,72.7,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,TARRANT,89.3,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,TARRANT,69.5,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,TARRANT,76.2,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,TARRANT,95.3,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2022,WILLIAMSON,47.5,BU / ACRE,63.0,2.0,100.0,99.0,39.0,81.0
2021,WILLIAMSON,66.9,BU / ACRE,65.0,4.0,4.0,100.0,45.0,82.0
2020,WILLIAMSON,58.2,BU / ACRE,67.0,67.0,67.0,98.0,45.0,87.0
2019,WILLIAMSON,53.4,BU / ACRE,65.0,65.0,100.0,100.0,43.0,80.0
2018,WILLIAMSON,33.6,BU / ACRE,81.0,81.0,81.0,100.0,32.0,92.0
2017,WILLIAMSON,66.3,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,WILLIAMSON,56.4,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2015,WILLIAMSON,46.3,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2014,WILLIAMSON,82.3,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,WILLIAMSON,63.5,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,WILLIAMSON,73.8,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2009,WILLIAMSON,46.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,WILLIAMSON,69.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,WILLIAMSON,59.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,WILLIAMSON,60.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,WILLIAMSON,69.6,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,WILLIAMSON,80.2,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,WILLIAMSON,67.2,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,WILLIAMSON,61.7,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,WILLIAMSON,55.4,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,WILLIAMSON,88.9,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2013,OTHER (COMBINED) COUNTIES,69.7,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,OTHER (COMBINED) COUNTIES,59.2,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2007,OTHER (COMBINED) COUNTIES,67.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,OTHER (COMBINED) COUNTIES,40.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,OTHER (COMBINED) COUNTIES,55.6,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,OTHER (COMBINED) COUNTIES,35.9,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,OTHER (COMBINED) COUNTIES,65.2,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,OTHER (COMBINED) COUNTIES,60.8,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,OTHER (COMBINED) COUNTIES,71.3,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,OTHER (COMBINED) COUNTIES,60.7,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2002,ANDERSON,69.0,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,ANDERSON,45.4,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,ANDERSON,64.7,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2001,BOWIE,89.2,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,BOWIE,52.5,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2003,HOPKINS,62.0,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2000,HOPKINS,63.3,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2003,RED RIVER,61.3,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2000,RED RIVER,68.5,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2017,OTHER (COMBINED) COUNTIES,101.9,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,OTHER (COMBINED) COUNTIES,73.2,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2015,OTHER (COMBINED) COUNTIES,68.4,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2014,OTHER (COMBINED) COUNTIES,64.0,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,OTHER (COMBINED) COUNTIES,69.3,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,OTHER (COMBINED) COUNTIES,72.7,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2010,OTHER (COMBINED) COUNTIES,50.0,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,OTHER (COMBINED) COUNTIES,46.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2007,OTHER (COMBINED) COUNTIES,55.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,OTHER (COMBINED) COUNTIES,35.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,OTHER (COMBINED) COUNTIES,83.1,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,OTHER (COMBINED) COUNTIES,79.1,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,OTHER (COMBINED) COUNTIES,76.5,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,OTHER (COMBINED) COUNTIES,67.9,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,OTHER (COMBINED) COUNTIES,67.7,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2021,BRAZOS,84.5,BU / ACRE,65.0,4.0,4.0,100.0,45.0,82.0
2004,BRAZOS,78.4,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,BRAZOS,90.3,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,BRAZOS,75.9,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,BRAZOS,78.8,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,BRAZOS,65.5,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2004,GRIMES,78.9,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2006,HARDIN,30.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2001,HARDIN,57.5,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,HARDIN,47.3,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2022,ROBERTSON,64.2,BU / ACRE,63.0,2.0,100.0,99.0,39.0,81.0
2017,ROBERTSON,107.0,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2014,ROBERTSON,84.1,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,ROBERTSON,77.3,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2009,ROBERTSON,49.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2007,ROBERTSON,62.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,ROBERTSON,49.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,ROBERTSON,94.5,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,ROBERTSON,78.5,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,ROBERTSON,75.2,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,ROBERTSON,68.8,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,ROBERTSON,65.3,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,ROBERTSON,68.2,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2003,WALKER,92.5,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2001,WALKER,57.1,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,WALKER,53.3,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2000,WALLER,65.6,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2015,OTHER (COMBINED) COUNTIES,52.6,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2007,OTHER (COMBINED) COUNTIES,55.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,OTHER (COMBINED) COUNTIES,60.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,OTHER (COMBINED) COUNTIES,52.0,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,OTHER (COMBINED) COUNTIES,74.0,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,OTHER (COMBINED) COUNTIES,61.1,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,OTHER (COMBINED) COUNTIES,72.5,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,OTHER (COMBINED) COUNTIES,55.9,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,OTHER (COMBINED) COUNTIES,54.3,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2000,EL PASO,66.3,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2001,HUDSPETH,31.3,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2007,PECOS,48.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2000,PECOS,51.3,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2006,REEVES,80.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,REEVES,0.0,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2003,REEVES,60.0,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2000,REEVES,54.3,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2019,OTHER (COMBINED) COUNTIES,64.4,BU / ACRE,65.0,65.0,100.0,100.0,43.0,80.0
2018,OTHER (COMBINED) COUNTIES,19.3,BU / ACRE,81.0,81.0,81.0,100.0,32.0,92.0
2017,OTHER (COMBINED) COUNTIES,34.1,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,OTHER (COMBINED) COUNTIES,59.6,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2015,OTHER (COMBINED) COUNTIES,43.8,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2014,OTHER (COMBINED) COUNTIES,43.8,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,OTHER (COMBINED) COUNTIES,35.2,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,OTHER (COMBINED) COUNTIES,39.7,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,OTHER (COMBINED) COUNTIES,32.9,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,OTHER (COMBINED) COUNTIES,37.7,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,OTHER (COMBINED) COUNTIES,26.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,OTHER (COMBINED) COUNTIES,27.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,OTHER (COMBINED) COUNTIES,84.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,OTHER (COMBINED) COUNTIES,32.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,OTHER (COMBINED) COUNTIES,44.2,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,OTHER (COMBINED) COUNTIES,51.2,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,OTHER (COMBINED) COUNTIES,45.8,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
