Year,County,Yield_Bu_Acre,PCT_PLANTED_April,PCT_PLANTED_February,PCT_PLANTED_June,PCT_PLANTED_March,PCT_PLANTED_May
2017,HUNT,113.7,71.0,71.0,100.0,45.0,96.0
2014,HUNT,116.9,64.0,64.0,100.0,100.0,97.0
2013,HUNT,102.3,69.0,69.0,98.0,98.0,95.0
2012,HUNT,80.0,70.0,70.0,70.0,70.0,95.0
2010,HUNT,65.0,61.0,61.0,61.0,61.0,97.0
2009,HUNT,48.7,74.0,74.0,100.0,100.0,98.0
2007,HUNT,123.0,70.0,70.0,70.0,70.0,98.0
2006,HUNT,41.0,80.0,80.0,80.0,80.0,99.0
2005,HUNT,57.2,72.0,72.0,72.0,72.0,95.0
2004,HUNT,108.7,70.0,70.0,70.0,70.0,98.0
2003,HUNT,107.4,73.0,73.0,100.0,100.0,99.0
2002,HUNT,66.9,75.0,75.0,100.0,100.0,99.0
2000,HUNT,77.5,80.0,80.0,80.0,80.0,97.0
2023,JOHNSON,96.2,74.0,5.0,100.0,52.0,92.0
2021,JOHNSON,57.4,66.0,3.0,3.0,50.0,95.0
2020,JOHNSON,85.2,67.0,67.0,98.0,50.0,96.0
2019,JOHNSON,80.0,65.0,65.0,100.0,51.0,93.0
2018,JOHNSON,63.1,70.0,70.0,96.0,43.0,90.0
2016,JOHNSON,71.9,52.0,52.0,99.0,38.0,93.0
2015,JOHNSON,48.7,56.0,2.0,100.0,20.0,83.0
2014,JOHNSON,68.9,64.0,64.0,100.0,100.0,97.0
2013,JOHNSON,85.1,69.0,69.0,98.0,98.0,95.0
2012,JOHNSON,97.8,70.0,70.0,70.0,70.0,95.0
2010,JOHNSON,58.1,61.0,61.0,61.0,61.0,97.0
2009,JOHNSON,60.5,74.0,74.0,100.0,100.0,98.0
2007,JOHNSON,126.0,70.0,70.0,70.0,70.0,98.0
2006,JOHNSON,32.0,80.0,80.0,80.0,80.0,99.0
2005,JOHNSON,66.1,72.0,72.0,72.0,72.0,95.0
2004,JOHNSON,96.0,70.0,70.0,70.0,70.0,98.0
2003,JOHNSON,98.5,73.0,73.0,100.0,100.0,99.0
2002,JOHNSON,81.8,75.0,75.0,100.0,100.0,99.0
2001,JOHNSON,80.0,69.0,69.0,69.0,69.0,98.0
2000,JOHNSON,58.6,80.0,80.0,80.0,80.0,97.0
2007,KAUFMAN,81.0,70.0,70.0,70.0,70.0,98.0
2006,KAUFMAN,31.0,80.0,80.0,80.0,80.0,99.0
2005,KAUFMAN,66.5,72.0,72.0,72.0,72.0,95.0
2004,KAUFMAN,88.0,70.0,70.0,70.0,70.0,98.0
2003,KAUFMAN,87.0,73.0,73.0,100.0,100.0,99.0
2002,KAUFMAN,74.3,75.0,75.0,100.0,100.0,99.0
2000,KAUFMAN,104.8,80.0,80.0,80.0,80.0,97.0
2022,LAMAR,43.4,69.0,5.0,99.0,51.0,94.0
2021,LAMAR,64.3,66.0,3.0,3.0,50.0,95.0
2020,LAMAR,80.3,67.0,67.0,98.0,50.0,96.0
2019,LAMAR,105.9,65.0,65.0,100.0,51.0,93.0
2018,LAMAR,73.8,70.0,70.0,96.0,43.0,90.0
2017,LAMAR,129.4,71.0,71.0,100.0,45.0,96.0
2016,LAMAR,80.0,52.0,52.0,99.0,38.0,93.0
2015,LAMAR,64.9,56.0,2.0,100.0,20.0,83.0
2014,LAMAR,112.8,64.0,64.0,100.0,100.0,97.0
2013,LAMAR,133.2,69.0,69.0,98.0,98.0,95.0
2012,LAMAR,115.0,70.0,70.0,70.0,70.0,95.0
2011,LAMAR,78.6,66.0,66.0,100.0,100.0,98.0
2010,LAMAR,72.0,61.0,61.0,61.0,61.0,97.0
2009,LAMAR,52.1,74.0,74.0,100.0,100.0,98.0
2008,LAMAR,93.0,66.0,66.0,99.0,99.0,97.0
2007,LAMAR,146.0,70.0,70.0,70.0,70.0,98.0
2006,LAMAR,72.0,80.0,80.0,80.0,80.0,99.0
2005,LAMAR,63.5,72.0,72.0,72.0,72.0,95.0
2004,LAMAR,118.4,70.0,70.0,70.0,70.0,98.0
2003,LAMAR,114.4,73.0,73.0,100.0,100.0,99.0
2002,LAMAR,57.1,75.0,75.0,100.0,100.0,99.0
2001,LAMAR,112.3,69.0,69.0,69.0,69.0,98.0
2000,LAMAR,96.6,80.0,80.0,80.0,80.0,97.0
2024,LIMESTONE,83.1,71.0,3.0,100.0,57.0,92.0
2022,LIMESTONE,107.3,69.0,5.0,99.0,51.0,94.0
2019,LIMESTONE,103.5,65.0,65.0,100.0,51.0,93.0
2017,LIMESTONE,94.8,71.0,71.0,100.0,45.0,96.0
2016,LIMESTONE,72.0,52.0,52.0,99.0,38.0,93.0
2015,LIMESTONE,34.3,56.0,2.0,100.0,20.0,83.0
2014,LIMESTONE,81.0,64.0,64.0,100.0,100.0,97.0
2013,LIMESTONE,82.0,69.0,69.0,98.0,98.0,95.0
2012,LIMESTONE,112.4,70.0,70.0,70.0,70.0,95.0
2010,LIMESTONE,70.7,61.0,61.0,61.0,61.0,97.0
2009,LIMESTONE,44.0,74.0,74.0,100.0,100.0,98.0
2007,LIMESTONE,63.0,70.0,70.0,70.0,70.0,98.0
2006,LIMESTONE,70.0,80.0,80.0,80.0,80.0,99.0
2005,LIMESTONE,57.9,72.0,72.0,72.0,72.0,95.0
2004,LIMESTONE,92.3,70.0,70.0,70.0,70.0,98.0
2003,LIMESTONE,75.6,73.0,73.0,100.0,100.0,99.0
2002,LIMESTONE,80.2,75.0,75.0,100.0,100.0,99.0
2001,LIMESTONE,81.0,69.0,69.0,69.0,69.0,98.0
2000,LIMESTONE,93.6,80.0,80.0,80.0,80.0,97.0
2025,MCLENNAN,104.3,74.0,74.0,97.0,55.0,93.0
2024,MCLENNAN,83.6,71.0,3.0,100.0,57.0,92.0
2023,MCLENNAN,107.8,74.0,5.0,100.0,52.0,92.0
2022,MCLENNAN,61.2,69.0,5.0,99.0,51.0,94.0
2021,MCLENNAN,120.7,66.0,3.0,3.0,50.0,95.0
2020,MCLENNAN,91.2,67.0,67.0,98.0,50.0,96.0
2019,MCLENNAN,105.0,65.0,65.0,100.0,51.0,93.0
2018,MCLENNAN,62.8,70.0,70.0,96.0,43.0,90.0
2017,MCLENNAN,102.0,71.0,71.0,100.0,45.0,96.0
2016,MCLENNAN,68.5,52.0,52.0,99.0,38.0,93.0
2015,MCLENNAN,99.4,56.0,2.0,100.0,20.0,83.0
2014,MCLENNAN,106.2,64.0,64.0,100.0,100.0,97.0
2013,MCLENNAN,89.2,69.0,69.0,98.0,98.0,95.0
2012,MCLENNAN,90.1,70.0,70.0,70.0,70.0,95.0
2011,MCLENNAN,40.7,66.0,66.0,100.0,100.0,98.0
2010,MCLENNAN,78.5,61.0,61.0,61.0,61.0,97.0
2009,MCLENNAN,52.2,74.0,74.0,100.0,100.0,98.0
2008,MCLENNAN,58.0,66.0,66.0,99.0,99.0,97.0
2007,MCLENNAN,90.0,70.0,70.0,70.0,70.0,98.0
2006,MCLENNAN,71.0,80.0,80.0,80.0,80.0,99.0
2005,MCLENNAN,67.5,72.0,72.0,72.0,72.0,95.0
2004,MCLENNAN,96.0,70.0,70.0,70.0,70.0,98.0
2003,MCLENNAN,84.9,73.0,73.0,100.0,100.0,99.0
2002,MCLENNAN,67.9,75.0,75.0,100.0,100.0,99.0
2001,MCLENNAN,73.8,69.0,69.0,69.0,69.0,98.0
2000,MCLENNAN,104.1,80.0,80.0,80.0,80.0,97.0
2024,MILAM,114.1,71.0,3.0,100.0,57.0,92.0
2023,MILAM,95.2,74.0,5.0,100.0,52.0,92.0
2022,MILAM,70.0,69.0,5.0,99.0,51.0,94.0
2021,MILAM,111.9,66.0,3.0,3.0,50.0,95.0
2020,MILAM,92.3,67.0,67.0,98.0,50.0,96.0
2019,MILAM,91.4,65.0,65.0,100.0,51.0,93.0
2018,MILAM,61.8,70.0,70.0,96.0,43.0,90.0
2017,MILAM,97.1,71.0,71.0,100.0,45.0,96.0
2016,MILAM,61.4,52.0,52.0,99.0,38.0,93.0
2015,MILAM,71.6,56.0,2.0,100.0,20.0,83.0
2014,MILAM,118.8,64.0,64.0,100.0,100.0,97.0
2013,MILAM,91.8,69.0,69.0,98.0,98.0,95.0
2012,MILAM,82.3,70.0,70.0,70.0,70.0,95.0
2011,MILAM,28.7,66.0,66.0,100.0,100.0,98.0
2010,MILAM,73.8,61.0,61.0,61.0,61.0,97.0
2009,MILAM,40.5,74.0,74.0,100.0,100.0,98.0
2008,MILAM,60.0,66.0,66.0,99.0,99.0,97.0
2007,MILAM,93.0,70.0,70.0,70.0,70.0,98.0
2006,MILAM,79.0,80.0,80.0,80.0,80.0,99.0
2005,MILAM,58.7,72.0,72.0,72.0,72.0,95.0
2004,MILAM,94.4,70.0,70.0,70.0,70.0,98.0
2003,MILAM,66.8,73.0,73.0,100.0,100.0,99.0
2002,MILAM,67.7,75.0,75.0,100.0,100.0,99.0
2001,MILAM,78.0,69.0,69.0,69.0,69.0,98.0
2000,MILAM,112.0,80.0,80.0,80.0,80.0,97.0
2025,NAVARRO,119.0,74.0,74.0,97.0,55.0,93.0
2024,NAVARRO,93.8,71.0,3.0,100.0,57.0,92.0
2023,NAVARRO,111.6,74.0,5.0,100.0,52.0,92.0
2022,NAVARRO,64.4,69.0,5.0,99.0,51.0,94.0
2021,NAVARRO,90.6,66.0,3.0,3.0,50.0,95.0
2020,NAVARRO,101.6,67.0,67.0,98.0,50.0,96.0
2019,NAVARRO,114.3,65.0,65.0,100.0,51.0,93.0
2018,NAVARRO,65.8,70.0,70.0,96.0,43.0,90.0
2017,NAVARRO,105.3,71.0,71.0,100.0,45.0,96.0
2016,NAVARRO,74.1,52.0,52.0,99.0,38.0,93.0
2015,NAVARRO,58.2,56.0,2.0,100.0,20.0,83.0
2014,NAVARRO,119.8,64.0,64.0,100.0,100.0,97.0
2013,NAVARRO,92.3,69.0,69.0,98.0,98.0,95.0
2012,NAVARRO,137.6,70.0,70.0,70.0,70.0,95.0
2011,NAVARRO,49.3,66.0,66.0,100.0,100.0,98.0
2010,NAVARRO,90.9,61.0,61.0,61.0,61.0,97.0
2009,NAVARRO,49.9,74.0,74.0,100.0,100.0,98.0
2008,NAVARRO,54.0,66.0,66.0,99.0,99.0,97.0
2007,NAVARRO,111.0,70.0,70.0,70.0,70.0,98.0
2006,NAVARRO,73.0,80.0,80.0,80.0,80.0,99.0
2005,NAVARRO,72.7,72.0,72.0,72.0,72.0,95.0
2004,NAVARRO,86.1,70.0,70.0,70.0,70.0,98.0
2003,NAVARRO,103.2,73.0,73.0,100.0,100.0,99.0
2002,NAVARRO,90.2,75.0,75.0,100.0,100.0,99.0
2001,NAVARRO,94.6,69.0,69.0,69.0,69.0,98.0
2000,NAVARRO,113.9,80.0,80.0,80.0,80.0,97.0
2006,ROCKWALL,31.0,80.0,80.0,80.0,80.0,99.0
2005,ROCKWALL,39.5,72.0,72.0,72.0,72.0,95.0
2004,ROCKWALL,107.2,70.0,70.0,70.0,70.0,98.0
2003,ROCKWALL,96.2,73.0,73.0,100.0,100.0,99.0
2005,TARRANT,66.5,72.0,72.0,72.0,72.0,95.0
2025,WILLIAMSON,119.2,74.0,74.0,97.0,55.0,93.0
2024,WILLIAMSON,95.6,71.0,3.0,100.0,57.0,92.0
2023,WILLIAMSON,101.6,74.0,5.0,100.0,52.0,92.0
2022,WILLIAMSON,52.2,69.0,5.0,99.0,51.0,94.0
2021,WILLIAMSON,98.2,66.0,3.0,3.0,50.0,95.0
2020,WILLIAMSON,87.7,67.0,67.0,98.0,50.0,96.0
2019,WILLIAMSON,100.6,65.0,65.0,100.0,51.0,93.0
2018,WILLIAMSON,63.5,70.0,70.0,96.0,43.0,90.0
2017,WILLIAMSON,94.3,71.0,71.0,100.0,45.0,96.0
2016,WILLIAMSON,65.7,52.0,52.0,99.0,38.0,93.0
2015,WILLIAMSON,69.5,56.0,2.0,100.0,20.0,83.0
2014,WILLIAMSON,99.9,64.0,64.0,100.0,100.0,97.0
2013,WILLIAMSON,80.8,69.0,69.0,98.0,98.0,95.0
2012,WILLIAMSON,84.4,70.0,70.0,70.0,70.0,95.0
2011,WILLIAMSON,19.8,66.0,66.0,100.0,100.0,98.0
2010,WILLIAMSON,90.3,61.0,61.0,61.0,61.0,97.0
2009,WILLIAMSON,47.6,74.0,74.0,100.0,100.0,98.0
2008,WILLIAMSON,59.0,66.0,66.0,99.0,99.0,97.0
2007,WILLIAMSON,103.0,70.0,70.0,70.0,70.0,98.0
2006,WILLIAMSON,60.0,80.0,80.0,80.0,80.0,99.0
2005,WILLIAMSON,75.2,72.0,72.0,72.0,72.0,95.0
2004,WILLIAMSON,96.9,70.0,70.0,70.0,70.0,98.0
2003,WILLIAMSON,66.0,73.0,73.0,100.0,100.0,99.0
2002,WILLIAMSON,55.0,75.0,75.0,100.0,100.0,99.0
2001,WILLIAMSON,88.9,69.0,69.0,69.0,69.0,98.0
2000,WILLIAMSON,88.3,80.0,80.0,80.0,80.0,97.0
2010,OTHER (COMBINED) COUNTIES,71.0,61.0,61.0,61.0,61.0,97.0
2008,OTHER (COMBINED) COUNTIES,79.0,66.0,66.0,99.0,99.0,97.0
2007,OTHER (COMBINED) COUNTIES,111.0,70.0,70.0,70.0,70.0,98.0
2006,OTHER (COMBINED) COUNTIES,58.0,80.0,80.0,80.0,80.0,99.0
2005,OTHER (COMBINED) COUNTIES,62.3,72.0,72.0,72.0,72.0,95.0
2004,OTHER (COMBINED) COUNTIES,70.0,70.0,70.0,70.0,70.0,98.0
2003,OTHER (COMBINED) COUNTIES,85.7,73.0,73.0,100.0,100.0,99.0
2002,OTHER (COMBINED) COUNTIES,57.8,75.0,75.0,100.0,100.0,99.0
2001,OTHER (COMBINED) COUNTIES,110.0,69.0,69.0,69.0,69.0,98.0
2000,OTHER (COMBINED) COUNTIES,108.9,80.0,80.0,80.0,80.0,97.0
2007,BOWIE,128.0,70.0,70.0,70.0,70.0,98.0
2006,BOWIE,110.0,80.0,80.0,80.0,80.0,99.0
2005,BOWIE,88.0,72.0,72.0,72.0,72.0,95.0
2004,BOWIE,114.6,70.0,70.0,70.0,70.0,98.0
2003,BOWIE,105.0,73.0,73.0,100.0,100.0,99.0
2002,BOWIE,99.1,75.0,75.0,100.0,100.0,99.0
2001,BOWIE,108.9,69.0,69.0,69.0,69.0,98.0
2000,BOWIE,111.6,80.0,80.0,80.0,80.0,97.0
2004,CAMP,142.3,70.0,70.0,70.0,70.0,98.0
2003,CAMP,95.0,73.0,73.0,100.0,100.0,99.0
2002,CAMP,86.7,75.0,75.0,100.0,100.0,99.0
2006,HOPKINS,39.0,80.0,80.0,80.0,80.0,99.0
2005,HOPKINS,60.7,72.0,72.0,72.0,72.0,95.0
2007,HOUSTON,94.0,70.0,70.0,70.0,70.0,98.0
2006,HOUSTON,62.0,80.0,80.0,80.0,80.0,99.0
2005,HOUSTON,44.3,72.0,72.0,72.0,72.0,95.0
2004,HOUSTON,92.1,70.0,70.0,70.0,70.0,98.0
2003,HOUSTON,96.3,73.0,73.0,100.0,100.0,99.0
2002,HOUSTON,87.2,75.0,75.0,100.0,100.0,99.0
2001,HOUSTON,110.0,69.0,69.0,69.0,69.0,98.0
2000,HOUSTON,103.3,80.0,80.0,80.0,80.0,97.0
2006,RED RIVER,92.0,80.0,80.0,80.0,80.0,99.0
2005,RED RIVER,60.4,72.0,72.0,72.0,72.0,95.0
2004,RED RIVER,103.4,70.0,70.0,70.0,70.0,98.0
2003,RED RIVER,120.3,73.0,73.0,100.0,100.0,99.0
2002,RED RIVER,101.3,75.0,75.0,100.0,100.0,99.0
2001,RED RIVER,119.8,69.0,69.0,69.0,69.0,98.0
2000,RED RIVER,94.6,80.0,80.0,80.0,80.0,97.0
2019,OTHER (COMBINED) COUNTIES,113.8,65.0,65.0,100.0,51.0,93.0
2018,OTHER (COMBINED) COUNTIES,95.2,70.0,70.0,96.0,43.0,90.0
2014,OTHER (COMBINED) COUNTIES,106.2,64.0,64.0,100.0,100.0,97.0
2013,OTHER (COMBINED) COUNTIES,100.4,69.0,69.0,98.0,98.0,95.0
2012,OTHER (COMBINED) COUNTIES,99.1,70.0,70.0,70.0,70.0,95.0
2011,OTHER (COMBINED) COUNTIES,86.9,66.0,66.0,100.0,100.0,98.0
2010,OTHER (COMBINED) COUNTIES,115.7,61.0,61.0,61.0,61.0,97.0
2009,OTHER (COMBINED) COUNTIES,52.9,74.0,74.0,100.0,100.0,98.0
2008,OTHER (COMBINED) COUNTIES,94.0,66.0,66.0,99.0,99.0,97.0
2007,OTHER (COMBINED) COUNTIES,113.0,70.0,70.0,70.0,70.0,98.0
2006,OTHER (COMBINED) COUNTIES,73.0,80.0,80.0,80.0,80.0,99.0
2005,OTHER (COMBINED) COUNTIES,60.0,72.0,72.0,72.0,72.0,95.0
2004,OTHER (COMBINED) COUNTIES,65.0,70.0,70.0,70.0,70.0,98.0
2003,OTHER (COMBINED) COUNTIES,75.0,73.0,73.0,100.0,100.0,99.0
2002,OTHER (COMBINED) COUNTIES,80.0,75.0,75.0,100.0,100.0,99.0
2001,OTHER (COMBINED) COUNTIES,120.0,69.0,69.0,69.0,69.0,98.0
2000,OTHER (COMBINED) COUNTIES,62.5,80.0,80.0,80.0,80.0,97.0
2023,BRAZOS,147.7,74.0,5.0,100.0,52.0,92.0
2010,BRAZOS,123.3,61.0,61.0,61.0,61.0,97.0
2009,BRAZOS,66.3,74.0,74.0,100.0,100.0,98.0
2007,BRAZOS,147.0,70.0,70.0,70.0,70.0,98.0
2006,BRAZOS,91.0,80.0,80.0,80.0,80.0,99.0
2005,BRAZOS,93.7,72.0,72.0,72.0,72.0,95.0
2004,BRAZOS,114.7,70.0,70.0,70.0,70.0,98.0
2003,BRAZOS,88.1,73.0,73.0,100.0,100.0,99.0
2002,BRAZOS,99.8,75.0,75.0,100.0,100.0,99.0
2001,BRAZOS,118.4,69.0,69.0,69.0,69.0,98.0
2000,BRAZOS,98.1,80.0,80.0,80.0,80.0,97.0
2006,GRIMES,67.0,80.0,80.0,80.0,80.0,99.0
2005,GRIMES,25.2,72.0,72.0,72.0,72.0,95.0
2004,GRIMES,96.5,70.0,70.0,70.0,70.0,98.0
2003,GRIMES,71.9,73.0,73.0,100.0,100.0,99.0
2002,GRIMES,92.5,75.0,75.0,100.0,100.0,99.0
2001,GRIMES,120.0,69.0,69.0,69.0,69.0,98.0
2000,GRIMES,70.0,80.0,80.0,80.0,80.0,97.0
2025,ROBERTSON,147.7,74.0,74.0,97.0,55.0,93.0
2024,ROBERTSON,119.7,71.0,3.0,100.0,57.0,92.0
2022,ROBERTSON,85.2,69.0,5.0,99.0,51.0,94.0
2018,ROBERTSON,117.0,70.0,70.0,96.0,43.0,90.0
2014,ROBERTSON,154.8,64.0,64.0,100.0,100.0,97.0
2013,ROBERTSON,114.2,69.0,69.0,98.0,98.0,95.0
2009,ROBERTSON,75.2,74.0,74.0,100.0,100.0,98.0
2007,ROBERTSON,142.0,70.0,70.0,70.0,70.0,98.0
2006,ROBERTSON,108.0,80.0,80.0,80.0,80.0,99.0
2005,ROBERTSON,115.3,72.0,72.0,72.0,72.0,95.0
2004,ROBERTSON,114.8,70.0,70.0,70.0,70.0,98.0
2003,ROBERTSON,96.8,73.0,73.0,100.0,100.0,99.0
2002,ROBERTSON,111.7,75.0,75.0,100.0,100.0,99.0
2001,ROBERTSON,97.3,69.0,69.0,69.0,69.0,98.0
2000,ROBERTSON,101.0,80.0,80.0,80.0,80.0,97.0
2005,WALKER,60.6,72.0,72.0,72.0,72.0,95.0
2004,WALKER,100.7,70.0,70.0,70.0,70.0,98.0
2003,WALKER,0.0,73.0,73.0,100.0,100.0,99.0
2002,WALKER,90.0,75.0,75.0,100.0,100.0,99.0
2000,WALKER,90.8,80.0,80.0,80.0,80.0,97.0
2022,WALLER,60.2,69.0,5.0,99.0,51.0,94.0
2021,WALLER,94.1,66.0,3.0,3.0,50.0,95.0
2020,WALLER,125.3,67.0,67.0,98.0,50.0,96.0
2014,WALLER,123.4,64.0,64.0,100.0,100.0,97.0
2013,WALLER,99.4,69.0,69.0,98.0,98.0,95.0
2012,WALLER,81.1,70.0,70.0,70.0,70.0,95.0
2010,WALLER,108.8,61.0,61.0,61.0,61.0,97.0
2009,WALLER,70.7,74.0,74.0,100.0,100.0,98.0
2008,WALLER,55.0,66.0,66.0,99.0,99.0,97.0
2007,WALLER,114.0,70.0,70.0,70.0,70.0,98.0
2006,WALLER,70.0,80.0,80.0,80.0,80.0,99.0
2005,WALLER,62.0,72.0,72.0,72.0,72.0,95.0
2004,WALLER,101.3,70.0,70.0,70.0,70.0,98.0
2003,WALLER,80.1,73.0,73.0,100.0,100.0,99.0
2002,WALLER,56.9,75.0,75.0,100.0,100.0,99.0
2001,WALLER,124.1,69.0,69.0,69.0,69.0,98.0
2000,WALLER,86.8,80.0,80.0,80.0,80.0,97.0
2012,OTHER (COMBINED) COUNTIES,104.3,70.0,70.0,70.0,70.0,95.0
2011,OTHER (COMBINED) COUNTIES,82.9,66.0,66.0,100.0,100.0,98.0
2010,OTHER (COMBINED) COUNTIES,99.2,61.0,61.0,61.0,61.0,97.0
2009,OTHER (COMBINED) COUNTIES,145.1,74.0,74.0,100.0,100.0,98.0
2003,OTHER (COMBINED) COUNTIES,140.0,73.0,73.0,100.0,100.0,99.0
2002,OTHER (COMBINED) COUNTIES,0.0,75.0,75.0,100.0,100.0,99.0
2001,OTHER (COMBINED) COUNTIES,0.0,69.0,69.0,69.0,69.0,98.0
2000,OTHER (COMBINED) COUNTIES,130.0,80.0,80.0,80.0,80.0,97.0
2010,EL PASO,63.7,61.0,61.0,61.0,61.0,97.0
2002,EL PASO,202.0,75.0,75.0,100.0,100.0,99.0
2001,EL PASO,0.0,69.0,69.0,69.0,69.0,98.0
2000,EL PASO,167.8,80.0,80.0,80.0,80.0,97.0
2001,HUDSPETH,176.0,69.0,69.0,69.0,69.0,98.0
2000,HUDSPETH,106.7,80.0,80.0,80.0,80.0,97.0
2019,OTHER (COMBINED) COUNTIES,99.6,65.0,65.0,100.0,51.0,93.0
2018,OTHER (COMBINED) COUNTIES,124.4,70.0,70.0,96.0,43.0,90.0
2017,OTHER (COMBINED) COUNTIES,122.9,71.0,71.0,100.0,45.0,96.0
2016,OTHER (COMBINED) COUNTIES,107.9,52.0,52.0,99.0,38.0,93.0
2015,OTHER (COMBINED) COUNTIES,98.0,56.0,2.0,100.0,20.0,83.0
2013,OTHER (COMBINED) COUNTIES,105.8,69.0,69.0,98.0,98.0,95.0
2012,OTHER (COMBINED) COUNTIES,74.8,70.0,70.0,70.0,70.0,95.0
2011,OTHER (COMBINED) COUNTIES,91.9,66.0,66.0,100.0,100.0,98.0
2010,OTHER (COMBINED) COUNTIES,95.8,61.0,61.0,61.0,61.0,97.0
2009,OTHER (COMBINED) COUNTIES,115.1,74.0,74.0,100.0,100.0,98.0
2008,OTHER (COMBINED) COUNTIES,80.0,66.0,66.0,99.0,99.0,97.0
2007,OTHER (COMBINED) COUNTIES,84.0,70.0,70.0,70.0,70.0,98.0
2006,OTHER (COMBINED) COUNTIES,96.0,80.0,80.0,80.0,80.0,99.0
2005,OTHER (COMBINED) COUNTIES,90.0,72.0,72.0,72.0,72.0,95.0
2004,OTHER (COMBINED) COUNTIES,133.0,70.0,70.0,70.0,70.0,98.0
2003,OTHER (COMBINED) COUNTIES,93.8,73.0,73.0,100.0,100.0,99.0
2002,OTHER (COMBINED) COUNTIES,67.5,75.0,75.0,100.0,100.0,99.0
2001,OTHER (COMBINED) COUNTIES,99.3,69.0,69.0,69.0,69.0,98.0
2000,OTHER (COMBINED) COUNTIES,93.8,80.0,80.0,80.0,80.0,97.0
2019,CONCHO,116.7,65.0,65.0,100.0,51.0,93.0
2016,CONCHO,92.3,52.0,52.0,99.0,38.0,93.0
2000,CONCHO,95.0,80.0,80.0,80.0,80.0,97.0
2025,GILLESPIE,48.5,74.0,74.0,97.0,55.0,93.0
2024,GILLESPIE,64.3,71.0,3.0,100.0,57.0,92.0
2021,GILLESPIE,76.5,66.0,3.0,3.0,50.0,95.0
2020,GILLESPIE,81.2,67.0,67.0,98.0,50.0,96.0
2018,GILLESPIE,60.6,70.0,70.0,96.0,43.0,90.0
2016,GILLESPIE,75.3,52.0,52.0,99.0,38.0,93.0
2015,GILLESPIE,90.5,56.0,2.0,100.0,20.0,83.0
2013,GILLESPIE,44.2,69.0,69.0,98.0,98.0,95.0
2012,GILLESPIE,92.1,70.0,70.0,70.0,70.0,95.0
2010,GILLESPIE,73.7,61.0,61.0,61.0,61.0,97.0
2006,GILLESPIE,60.0,80.0,80.0,80.0,80.0,99.0
2005,GILLESPIE,70.0,72.0,72.0,72.0,72.0,95.0
2004,GILLESPIE,82.7,70.0,70.0,70.0,70.0,98.0
2003,GILLESPIE,78.2,73.0,73.0,100.0,100.0,99.0
2002,GILLESPIE,43.8,75.0,75.0,100.0,100.0,99.0
2001,GILLESPIE,52.9,69.0,69.0,69.0,69.0,98.0
2000,GILLESPIE,90.0,80.0,80.0,80.0,80.0,97.0
2002,LAMPASAS,80.0,75.0,75.0,100.0,100.0,99.0
2010,MCCULLOCH,56.0,61.0,61.0,61.0,61.0,97.0
2002,MCCULLOCH,73.3,75.0,75.0,100.0,100.0,99.0
2000,MCCULLOCH,94.7,80.0,80.0,80.0,80.0,97.0
2010,REAGAN,76.7,61.0,61.0,61.0,61.0,97.0
2025,TOM GREEN,84.4,74.0,74.0,97.0,55.0,93.0
2023,TOM GREEN,113.9,74.0,5.0,100.0,52.0,92.0
2022,TOM GREEN,105.4,69.0,5.0,99.0,51.0,94.0
2021,TOM GREEN,110.0,66.0,3.0,3.0,50.0,95.0
2019,TOM GREEN,120.6,65.0,65.0,100.0,51.0,93.0
2018,TOM GREEN,128.1,70.0,70.0,96.0,43.0,90.0
2017,TOM GREEN,141.0,71.0,71.0,100.0,45.0,96.0
2016,TOM GREEN,106.7,52.0,52.0,99.0,38.0,93.0
2013,TOM GREEN,175.0,69.0,69.0,98.0,98.0,95.0
2012,TOM GREEN,109.4,70.0,70.0,70.0,70.0,95.0
2010,TOM GREEN,133.6,61.0,61.0,61.0,61.0,97.0
2009,TOM GREEN,140.5,74.0,74.0,100.0,100.0,98.0
2007,TOM GREEN,192.0,70.0,70.0,70.0,70.0,98.0
2006,TOM GREEN,119.0,80.0,80.0,80.0,80.0,99.0
2005,TOM GREEN,180.5,72.0,72.0,72.0,72.0,95.0
2004,TOM GREEN,122.5,70.0,70.0,70.0,70.0,98.0
2003,TOM GREEN,118.3,73.0,73.0,100.0,100.0,99.0
2002,TOM GREEN,123.6,75.0,75.0,100.0,100.0,99.0
2001,TOM GREEN,123.3,69.0,69.0,69.0,69.0,98.0
2000,TOM GREEN,131.3,80.0,80.0,80.0,80.0,97.0
2025,UVALDE,93.5,74.0,74.0,97.0,55.0,93.0
2024,UVALDE,117.3,71.0,3.0,100.0,57.0,92.0
2023,UVALDE,114.6,74.0,5.0,100.0,52.0,92.0
2021,UVALDE,105.9,66.0,3.0,3.0,50.0,95.0
2020,UVALDE,134.5,67.0,67.0,98.0,50.0,96.0
2019,UVALDE,154.3,65.0,65.0,100.0,51.0,93.0
2018,UVALDE,119.0,70.0,70.0,96.0,43.0,90.0
2017,UVALDE,156.0,71.0,71.0,100.0,45.0,96.0
2016,UVALDE,131.0,52.0,52.0,99.0,38.0,93.0
2015,UVALDE,121.8,56.0,2.0,100.0,20.0,83.0
2013,UVALDE,131.1,69.0,69.0,98.0,98.0,95.0
2012,UVALDE,140.1,70.0,70.0,70.0,70.0,95.0
2011,UVALDE,113.3,66.0,66.0,100.0,100.0,98.0
2010,UVALDE,132.0,61.0,61.0,61.0,61.0,97.0
